transactionNo,date,price,product_name,category,payment_mode,customer_age,customer_gender
1131,2024-02-26,418.15,Resistance Band,Accessories,Online Payment,50,Male
1132,2024-01-17,1361.27,Yoga Mat,Accessories,Online Payment,41,Other
1133,2024-08-17,1041.31,Elliptical,Cardio,Online Payment,33,Female
1134,2024-05-28,833.06,Resistance Band,Accessories,Credit Card,47,Female
1135,2023-10-11,167.61,Yoga Mat,Accessories,Debit Card,39,Male
1136,2023-10-18,317.16,Dumbbell,Strength,Debit Card,45,Other
1137,2023-11-11,281.89,Elliptical,Cardio,Online Payment,51,Female
1138,2024-05-27,856.91,Pull-up Bar,Accessories,Cash,58,Female
1139,2023-12-10,411.75,Elliptical,Cardio,Credit Card,41,Other
1140,2023-09-27,797.51,Treadmill,Cardio,Debit Card,22,Other
1141,2024-02-12,252.62,Barbell,Strength,Online Payment,40,Female
1142,2023-09-03,570.15,Kettlebell,Strength,Debit Card,45,Female
1143,2023-12-30,1482.92,Barbell,Strength,Debit Card,35,Female
1144,2023-11-08,75.49,Yoga Mat,Accessories,Online Payment,61,Female
1145,2023-09-09,931.53,Elliptical,Cardio,Debit Card,35,Other
1146,2024-04-09,115.51,Treadmill,Cardio,Debit Card,41,Male
1147,2024-06-30,712.15,Pull-up Bar,Accessories,Online Payment,37,Other
1148,2024-06-15,948.74,Treadmill,Cardio,Online Payment,37,Other
1149,2023-11-30,63.61,Yoga Mat,Accessories,Debit Card,45,Female
1150,2024-05-23,749.74,Treadmill,Cardio,Debit Card,33,Male
1151,2023-12-18,806.9,Treadmill,Cardio,Cash,36,Male
1152,2024-05-27,666.37,Dumbbell,Strength,Cash,34,Male
1153,2024-04-04,386.83,Kettlebell,Strength,Cash,50,Male
1154,2024-02-06,233.59,Barbell,Strength,Credit Card,41,Other
1155,2023-10-10,344.06,Rowing Machine,Cardio,Credit Card,38,Other
1156,2024-03-07,246.49,Kettlebell,Strength,Cash,41,Male
1157,2023-11-20,432.82,Treadmill,Cardio,Debit Card,49,Male
1158,2023-09-09,990.65,Dumbbell,Strength,Debit Card,40,Other
1159,2024-07-25,681.23,Kettlebell,Strength,Debit Card,39,Female
1160,2024-02-12,905.99,Rowing Machine,Cardio,Online Payment,32,Other
1161,2024-02-12,1228.75,Elliptical,Cardio,Cash,34,Male
1162,2024-03-04,537.59,Treadmill,Cardio,Credit Card,33,Other
1163,2024-01-29,1356.97,Resistance Band,Accessories,Cash,54,Other
1164,2024-03-03,1037.22,Resistance Band,Accessories,Debit Card,32,Other
1165,2024-07-04,80.37,Rowing Machine,Cardio,Cash,42,Male
1166,2023-11-19,794.15,Resistance Band,Accessories,Online Payment,50,Male
1167,2024-05-18,377.78,Kettlebell,Strength,Cash,29,Male
1168,2024-07-30,624.74,Rowing Machine,Cardio,Cash,34,Male
1169,2024-01-05,533.99,Pull-up Bar,Accessories,Cash,56,Other
1170,2024-05-21,333.38,Barbell,Strength,Online Payment,27,Female
1171,2024-06-15,474.94,Dumbbell,Strength,Credit Card,43,Other
1172,2024-06-21,985.54,Elliptical,Cardio,Credit Card,33,Female
1173,2024-08-22,259.0,Kettlebell,Strength,Online Payment,58,Other
1174,2024-02-26,500.15,Pull-up Bar,Accessories,Cash,18,Other
1175,2024-07-14,1151.72,Barbell,Strength,Credit Card,45,Male
1176,2024-03-29,807.62,Kettlebell,Strength,Cash,40,Female
1177,2023-10-13,803.07,Rowing Machine,Cardio,Credit Card,57,Other
1178,2024-05-24,901.67,Elliptical,Cardio,Online Payment,34,Female
1179,2024-08-30,271.35,Barbell,Strength,Cash,34,Other
1180,2023-11-27,394.58,Exercise Bike,Cardio,Credit Card,41,Female
1181,2023-09-28,673.52,Dumbbell,Strength,Credit Card,29,Female
1182,2024-01-02,1227.56,Kettlebell,Strength,Debit Card,27,Other
1183,2024-04-16,744.09,Yoga Mat,Accessories,Debit Card,28,Other
1184,2024-03-24,687.47,Exercise Bike,Cardio,Cash,40,Female
1185,2023-12-05,1337.12,Pull-up Bar,Accessories,Cash,33,Female
1186,2024-06-09,1268.7,Elliptical,Cardio,Debit Card,48,Male
1187,2024-06-09,1002.6,Exercise Bike,Cardio,Online Payment,34,Other
1188,2024-08-11,633.44,Kettlebell,Strength,Credit Card,47,Male
1189,2023-09-30,183.5,Yoga Mat,Accessories,Debit Card,50,Male
1190,2023-12-25,164.2,Resistance Band,Accessories,Online Payment,32,Female
1191,2024-05-30,1076.7,Treadmill,Cardio,Debit Card,36,Other
1192,2023-10-30,775.68,Exercise Bike,Cardio,Cash,29,Male
1193,2024-05-04,509.35,Treadmill,Cardio,Debit Card,47,Other
1194,2023-12-26,279.78,Barbell,Strength,Online Payment,36,Other
1195,2024-05-25,773.09,Resistance Band,Accessories,Debit Card,34,Female
1196,2023-12-26,322.51,Pull-up Bar,Accessories,Cash,37,Male
1197,2024-08-03,541.53,Treadmill,Cardio,Cash,41,Female
1198,2023-09-22,1197.13,Resistance Band,Accessories,Online Payment,33,Male
1199,2023-12-24,1070.85,Dumbbell,Strength,Debit Card,44,Female
1200,2024-07-21,94.57,Dumbbell,Strength,Cash,26,Male
1201,2024-04-09,1192.21,Elliptical,Cardio,Credit Card,35,Male
1202,2024-01-24,544.36,Rowing Machine,Cardio,Online Payment,27,Other
1203,2023-11-09,1132.8,Exercise Bike,Cardio,Credit Card,33,Other
1204,2024-05-23,1329.68,Resistance Band,Accessories,Credit Card,33,Other
1205,2024-07-21,1283.96,Resistance Band,Accessories,Online Payment,51,Male
1206,2023-12-31,1477.6,Resistance Band,Accessories,Debit Card,62,Male
1207,2024-02-18,1087.62,Dumbbell,Strength,Cash,31,Female
1208,2024-01-24,206.22,Exercise Bike,Cardio,Credit Card,26,Male
1209,2024-05-06,312.06,Yoga Mat,Accessories,Credit Card,45,Other
1210,2023-10-31,776.23,Barbell,Strength,Credit Card,49,Female
1211,2024-07-19,887.44,Yoga Mat,Accessories,Online Payment,25,Male
1212,2024-06-28,112.56,Elliptical,Cardio,Credit Card,23,Other
1213,2024-06-07,836.85,Dumbbell,Strength,Debit Card,26,Female
1214,2024-02-03,67.79,Exercise Bike,Cardio,Credit Card,40,Female
1215,2024-06-15,812.79,Elliptical,Cardio,Cash,45,Other
1216,2024-05-30,1397.39,Dumbbell,Strength,Online Payment,40,Other
1217,2024-08-14,219.45,Yoga Mat,Accessories,Credit Card,36,Other
1218,2024-03-02,416.47,Yoga Mat,Accessories,Debit Card,33,Female
1219,2023-10-21,1494.72,Treadmill,Cardio,Cash,37,Female
1220,2024-06-07,618.97,Dumbbell,Strength,Debit Card,42,Male
1221,2024-05-17,845.79,Rowing Machine,Cardio,Online Payment,61,Other
1222,2024-01-13,882.37,Barbell,Strength,Cash,24,Other
1223,2024-08-08,554.47,Dumbbell,Strength,Credit Card,23,Other
1224,2024-04-11,981.26,Pull-up Bar,Accessories,Cash,62,Other
1225,2024-08-22,332.09,Kettlebell,Strength,Online Payment,32,Female
1226,2024-08-21,1468.17,Yoga Mat,Accessories,Credit Card,59,Other
1227,2023-09-09,405.17,Pull-up Bar,Accessories,Online Payment,44,Female
1228,2024-08-11,1277.49,Pull-up Bar,Accessories,Credit Card,30,Other
1229,2024-06-10,1086.12,Kettlebell,Strength,Debit Card,33,Male
1230,2023-11-17,1323.31,Yoga Mat,Accessories,Credit Card,35,Other
1231,2023-12-18,107.81,Kettlebell,Strength,Debit Card,32,Female
1232,2023-11-18,811.35,Pull-up Bar,Accessories,Debit Card,37,Female
1233,2024-04-25,330.44,Dumbbell,Strength,Online Payment,34,Male
1234,2024-05-16,788.11,Barbell,Strength,Credit Card,29,Other
1235,2023-09-30,812.06,Yoga Mat,Accessories,Credit Card,36,Female
1236,2024-07-20,1109.65,Rowing Machine,Cardio,Credit Card,38,Male
1237,2024-07-29,708.3,Exercise Bike,Cardio,Online Payment,63,Other
1238,2024-03-02,1238.18,Elliptical,Cardio,Debit Card,50,Male
1239,2024-07-02,534.02,Exercise Bike,Cardio,Debit Card,40,Female
1240,2024-08-06,1217.33,Exercise Bike,Cardio,Cash,41,Other
1241,2024-03-31,1079.68,Exercise Bike,Cardio,Credit Card,62,Female
1242,2024-01-20,917.58,Treadmill,Cardio,Credit Card,28,Other
1243,2023-12-05,68.6,Exercise Bike,Cardio,Debit Card,28,Female
1244,2023-11-02,1343.48,Exercise Bike,Cardio,Online Payment,35,Male
1245,2024-08-06,921.74,Dumbbell,Strength,Credit Card,39,Male
1246,2023-09-11,439.52,Pull-up Bar,Accessories,Online Payment,27,Male
1247,2024-08-27,939.97,Pull-up Bar,Accessories,Credit Card,42,Female
1248,2023-12-01,1401.75,Kettlebell,Strength,Online Payment,35,Male
1249,2024-02-28,450.61,Pull-up Bar,Accessories,Debit Card,45,Other
1250,2024-01-18,876.76,Yoga Mat,Accessories,Debit Card,34,Other
1251,2024-02-22,376.26,Elliptical,Cardio,Online Payment,27,Other
1252,2024-06-28,1437.95,Yoga Mat,Accessories,Credit Card,36,Female
1253,2023-12-08,83.84,Pull-up Bar,Accessories,Cash,54,Male
1254,2023-10-13,950.54,Barbell,Strength,Cash,43,Male
1255,2024-02-11,1062.85,Dumbbell,Strength,Online Payment,49,Other
1256,2024-05-10,1138.66,Exercise Bike,Cardio,Debit Card,32,Female
1257,2024-03-06,1194.49,Rowing Machine,Cardio,Credit Card,39,Male
1258,2024-06-24,651.84,Resistance Band,Accessories,Debit Card,33,Female
1259,2024-01-31,363.61,Yoga Mat,Accessories,Online Payment,64,Female
1260,2024-06-21,1230.52,Treadmill,Cardio,Credit Card,57,Other
1261,2024-06-12,139.23,Elliptical,Cardio,Debit Card,39,Female
1262,2024-03-06,1398.41,Elliptical,Cardio,Cash,46,Female
1263,2024-06-21,541.74,Dumbbell,Strength,Online Payment,30,Other
1264,2023-11-28,488.51,Dumbbell,Strength,Online Payment,44,Female
1265,2024-03-18,461.55,Dumbbell,Strength,Online Payment,58,Other
1266,2023-11-19,626.65,Exercise Bike,Cardio,Credit Card,26,Other
1267,2024-05-04,1470.59,Resistance Band,Accessories,Cash,38,Female
1268,2024-03-28,384.84,Barbell,Strength,Online Payment,45,Male
1269,2023-09-06,1459.38,Treadmill,Cardio,Credit Card,34,Male
1270,2024-03-10,1187.86,Barbell,Strength,Online Payment,60,Male
1271,2023-11-19,271.8,Dumbbell,Strength,Debit Card,34,Female
1272,2024-02-29,82.53,Pull-up Bar,Accessories,Cash,50,Female
1273,2024-03-11,1463.3,Exercise Bike,Cardio,Cash,39,Male
1274,2024-03-09,65.84,Resistance Band,Accessories,Online Payment,25,Female
1275,2024-08-15,383.12,Dumbbell,Strength,Credit Card,30,Male
1276,2023-11-10,1314.74,Exercise Bike,Cardio,Credit Card,60,Other
1277,2024-03-24,454.29,Barbell,Strength,Debit Card,37,Male
1278,2024-02-07,557.19,Exercise Bike,Cardio,Credit Card,27,Male
1279,2023-11-09,352.72,Treadmill,Cardio,Cash,51,Other
1280,2023-10-31,498.73,Dumbbell,Strength,Online Payment,62,Female
1281,2024-08-30,655.18,Resistance Band,Accessories,Cash,30,Other
1282,2024-01-25,392.61,Treadmill,Cardio,Cash,49,Other
1283,2023-09-13,255.36,Exercise Bike,Cardio,Debit Card,42,Female
1284,2024-07-23,343.12,Dumbbell,Strength,Cash,37,Female
1285,2023-12-26,1086.37,Treadmill,Cardio,Credit Card,23,Other
1286,2024-03-15,176.83,Exercise Bike,Cardio,Credit Card,51,Female
1287,2024-03-26,1254.65,Kettlebell,Strength,Cash,64,Male
1288,2023-09-07,909.25,Dumbbell,Strength,Online Payment,42,Female
1289,2023-09-19,1003.05,Dumbbell,Strength,Online Payment,35,Female
1290,2023-10-18,63.17,Rowing Machine,Cardio,Debit Card,30,Male
1291,2023-11-29,1225.95,Yoga Mat,Accessories,Online Payment,31,Male
1292,2024-02-06,1043.82,Yoga Mat,Accessories,Debit Card,60,Male
1293,2023-09-07,344.9,Dumbbell,Strength,Debit Card,40,Female
1294,2023-10-04,1222.47,Kettlebell,Strength,Online Payment,24,Other
1295,2023-09-26,706.91,Rowing Machine,Cardio,Cash,43,Female
1296,2024-03-01,261.22,Resistance Band,Accessories,Debit Card,41,Female
1297,2024-01-10,823.14,Rowing Machine,Cardio,Credit Card,37,Female
1298,2024-07-02,1222.67,Dumbbell,Strength,Cash,35,Female
1299,2024-06-11,993.68,Kettlebell,Strength,Cash,28,Female
1300,2023-12-25,566.93,Rowing Machine,Cardio,Cash,61,Male
1301,2024-03-30,713.07,Barbell,Strength,Credit Card,49,Female
1302,2023-10-21,559.55,Dumbbell,Strength,Credit Card,31,Other
1303,2024-06-13,866.99,Treadmill,Cardio,Cash,50,Female
1304,2023-12-18,1252.2,Barbell,Strength,Online Payment,26,Male
1305,2023-11-12,192.48,Exercise Bike,Cardio,Cash,37,Male
1306,2024-03-04,489.9,Pull-up Bar,Accessories,Online Payment,34,Male
1307,2023-10-31,986.85,Treadmill,Cardio,Cash,34,Male
1308,2023-12-13,115.84,Kettlebell,Strength,Credit Card,51,Other
1309,2024-07-31,1412.32,Kettlebell,Strength,Online Payment,32,Female
1310,2023-11-25,690.78,Pull-up Bar,Accessories,Credit Card,51,Other
1311,2024-05-16,786.38,Resistance Band,Accessories,Online Payment,35,Female
1312,2023-09-29,288.07,Resistance Band,Accessories,Credit Card,56,Female
1313,2024-04-02,392.07,Exercise Bike,Cardio,Credit Card,42,Other
1314,2024-07-31,1153.09,Treadmill,Cardio,Debit Card,24,Male
1315,2024-07-27,682.91,Exercise Bike,Cardio,Online Payment,51,Other
1316,2024-08-11,988.84,Kettlebell,Strength,Debit Card,50,Other
1317,2024-01-04,1318.68,Barbell,Strength,Online Payment,33,Other
1318,2023-09-18,467.48,Kettlebell,Strength,Credit Card,64,Female
1319,2023-11-10,634.13,Rowing Machine,Cardio,Online Payment,38,Other
1320,2023-10-30,268.4,Yoga Mat,Accessories,Cash,35,Male
1321,2023-09-19,840.42,Barbell,Strength,Cash,49,Female
1322,2024-06-26,928.39,Yoga Mat,Accessories,Credit Card,40,Female
1323,2024-05-02,463.03,Resistance Band,Accessories,Cash,50,Other
1324,2024-08-24,1246.91,Barbell,Strength,Cash,20,Male
1325,2024-08-07,1371.79,Kettlebell,Strength,Debit Card,40,Other
1326,2024-02-07,1346.01,Pull-up Bar,Accessories,Online Payment,37,Female
1327,2023-11-15,179.61,Yoga Mat,Accessories,Debit Card,26,Male
1328,2023-12-13,477.15,Yoga Mat,Accessories,Credit Card,36,Female
1329,2024-06-01,789.49,Rowing Machine,Cardio,Credit Card,42,Other
1330,2024-03-26,865.95,Dumbbell,Strength,Credit Card,44,Other
1331,2024-01-23,767.81,Kettlebell,Strength,Cash,40,Female
1332,2023-12-06,702.44,Barbell,Strength,Credit Card,49,Female
1333,2023-12-20,871.57,Treadmill,Cardio,Online Payment,40,Male
1334,2024-06-30,750.5,Yoga Mat,Accessories,Debit Card,36,Male
1335,2024-07-20,1305.35,Rowing Machine,Cardio,Debit Card,36,Other
1336,2024-03-01,1051.28,Barbell,Strength,Online Payment,62,Female
1337,2024-03-09,1311.85,Resistance Band,Accessories,Cash,61,Male
1338,2023-12-06,1144.38,Yoga Mat,Accessories,Online Payment,35,Other
1339,2024-01-08,539.44,Resistance Band,Accessories,Online Payment,42,Other
1340,2024-08-19,432.3,Kettlebell,Strength,Credit Card,29,Male
1341,2023-11-21,533.11,Exercise Bike,Cardio,Debit Card,41,Female
1342,2023-12-27,607.68,Kettlebell,Strength,Debit Card,52,Male
1343,2024-02-12,1013.17,Resistance Band,Accessories,Online Payment,45,Female
1344,2024-02-21,1465.04,Elliptical,Cardio,Credit Card,63,Male
1345,2024-07-28,1312.42,Resistance Band,Accessories,Credit Card,37,Other
1346,2023-11-17,593.46,Exercise Bike,Cardio,Online Payment,40,Male
1347,2024-06-08,1283.18,Barbell,Strength,Cash,41,Female
1348,2024-06-12,1252.16,Treadmill,Cardio,Cash,24,Other
1349,2023-09-19,1045.09,Barbell,Strength,Online Payment,44,Female
1350,2024-02-24,107.41,Kettlebell,Strength,Cash,36,Male
1351,2024-03-01,1345.26,Treadmill,Cardio,Debit Card,33,Male
1352,2024-05-17,990.53,Rowing Machine,Cardio,Cash,23,Female
1353,2023-10-14,1198.3,Exercise Bike,Cardio,Debit Card,60,Other
1354,2023-12-11,851.9,Exercise Bike,Cardio,Credit Card,40,Female
1355,2024-02-17,325.74,Yoga Mat,Accessories,Cash,46,Female
1356,2023-09-18,787.05,Kettlebell,Strength,Cash,18,Other
1357,2024-08-17,142.24,Barbell,Strength,Online Payment,46,Female
1358,2024-04-09,1045.85,Resistance Band,Accessories,Online Payment,61,Male
1359,2024-04-26,859.41,Kettlebell,Strength,Debit Card,30,Other
1360,2024-02-10,1183.09,Yoga Mat,Accessories,Debit Card,53,Male
1361,2024-03-16,934.82,Exercise Bike,Cardio,Online Payment,20,Female
1362,2023-10-19,974.28,Dumbbell,Strength,Debit Card,43,Other
1363,2023-10-27,665.16,Exercise Bike,Cardio,Cash,37,Female
1364,2024-05-18,389.89,Kettlebell,Strength,Online Payment,23,Other
1365,2023-12-22,478.38,Resistance Band,Accessories,Debit Card,40,Other
1366,2024-02-27,817.9,Pull-up Bar,Accessories,Cash,27,Male
1367,2024-04-09,1231.13,Dumbbell,Strength,Online Payment,62,Other
1368,2024-01-12,84.49,Resistance Band,Accessories,Online Payment,29,Male
1369,2024-07-10,940.25,Barbell,Strength,Cash,49,Other
1370,2024-02-22,489.0,Dumbbell,Strength,Debit Card,33,Male
1371,2023-12-15,808.48,Elliptical,Cardio,Cash,44,Female
1372,2024-04-21,953.48,Yoga Mat,Accessories,Cash,40,Female
1373,2024-08-29,1238.32,Elliptical,Cardio,Cash,34,Female
1374,2024-07-30,915.69,Exercise Bike,Cardio,Online Payment,56,Male
1375,2023-09-15,1448.93,Resistance Band,Accessories,Debit Card,40,Female
1376,2024-08-15,1215.5,Rowing Machine,Cardio,Cash,64,Male
1377,2024-07-15,1190.69,Rowing Machine,Cardio,Online Payment,23,Female
1378,2024-02-19,68.9,Yoga Mat,Accessories,Online Payment,33,Male
1379,2024-02-13,904.06,Barbell,Strength,Online Payment,20,Other
1380,2023-09-18,991.44,Barbell,Strength,Cash,40,Other
1381,2024-06-01,193.13,Treadmill,Cardio,Online Payment,44,Other
1382,2023-10-01,1072.25,Elliptical,Cardio,Cash,33,Other
1383,2024-04-19,527.42,Treadmill,Cardio,Credit Card,31,Female
1384,2024-03-04,956.82,Kettlebell,Strength,Online Payment,32,Female
1385,2024-07-10,587.03,Yoga Mat,Accessories,Online Payment,55,Male
1386,2023-12-02,645.53,Dumbbell,Strength,Cash,61,Male
1387,2023-10-25,1454.12,Dumbbell,Strength,Credit Card,26,Female
1388,2024-06-14,939.53,Yoga Mat,Accessories,Online Payment,33,Other
1389,2024-08-11,357.53,Kettlebell,Strength,Cash,25,Male
1390,2024-07-30,921.3,Dumbbell,Strength,Online Payment,25,Other
1391,2023-11-13,264.19,Yoga Mat,Accessories,Cash,29,Male
1392,2023-12-04,784.23,Yoga Mat,Accessories,Online Payment,39,Other
1393,2024-01-26,515.68,Treadmill,Cardio,Debit Card,26,Female
1394,2024-05-20,920.71,Rowing Machine,Cardio,Cash,58,Male
1395,2023-12-02,1203.45,Exercise Bike,Cardio,Debit Card,41,Other
1396,2024-05-07,992.51,Elliptical,Cardio,Cash,29,Female
1397,2024-08-06,449.43,Dumbbell,Strength,Credit Card,38,Other
1398,2024-03-15,1034.39,Dumbbell,Strength,Online Payment,51,Male
1399,2023-12-29,1118.79,Barbell,Strength,Credit Card,48,Male
1400,2023-12-24,1106.76,Pull-up Bar,Accessories,Credit Card,39,Other
1401,2024-05-01,1114.72,Yoga Mat,Accessories,Online Payment,35,Other
1402,2024-05-05,1093.35,Elliptical,Cardio,Debit Card,22,Other
1403,2023-12-22,1458.39,Rowing Machine,Cardio,Debit Card,46,Male
1404,2024-04-10,198.41,Exercise Bike,Cardio,Debit Card,61,Female
1405,2023-11-26,604.34,Elliptical,Cardio,Credit Card,31,Female
1406,2023-12-18,1478.72,Resistance Band,Accessories,Debit Card,40,Female
1407,2024-07-27,70.67,Barbell,Strength,Credit Card,42,Male
1408,2024-07-09,381.25,Rowing Machine,Cardio,Credit Card,59,Other
1409,2024-03-02,281.5,Barbell,Strength,Credit Card,41,Other
1410,2024-02-03,959.46,Elliptical,Cardio,Debit Card,40,Other
1411,2023-12-10,1081.51,Rowing Machine,Cardio,Debit Card,48,Female
1412,2024-08-27,1359.26,Dumbbell,Strength,Credit Card,48,Male
1413,2024-08-04,748.81,Rowing Machine,Cardio,Cash,53,Male
1414,2024-04-11,165.47,Elliptical,Cardio,Debit Card,36,Female
1415,2023-09-20,1439.7,Elliptical,Cardio,Online Payment,21,Other
1416,2023-11-13,1398.16,Rowing Machine,Cardio,Cash,22,Female
1417,2024-08-13,402.97,Rowing Machine,Cardio,Credit Card,33,Male
1418,2024-03-10,1260.13,Rowing Machine,Cardio,Debit Card,48,Other
1419,2024-06-30,1286.02,Kettlebell,Strength,Online Payment,35,Other
1420,2023-10-08,680.38,Yoga Mat,Accessories,Debit Card,29,Male
1421,2023-09-02,1046.99,Rowing Machine,Cardio,Online Payment,36,Female
1422,2024-08-15,345.01,Exercise Bike,Cardio,Credit Card,39,Other
1423,2023-12-29,444.8,Treadmill,Cardio,Online Payment,42,Male
1424,2024-04-23,634.14,Dumbbell,Strength,Online Payment,37,Female
1425,2023-09-22,491.18,Treadmill,Cardio,Credit Card,42,Male
1426,2024-08-17,1246.75,Exercise Bike,Cardio,Cash,40,Other
1427,2024-08-15,1219.51,Pull-up Bar,Accessories,Cash,27,Other
1428,2024-04-05,1422.89,Pull-up Bar,Accessories,Online Payment,36,Male
1429,2023-10-17,505.74,Elliptical,Cardio,Online Payment,49,Male
1430,2023-10-18,592.17,Resistance Band,Accessories,Cash,37,Male
1431,2024-01-24,273.87,Elliptical,Cardio,Cash,37,Male
1432,2024-07-06,1290.63,Kettlebell,Strength,Debit Card,35,Female
1433,2024-06-10,971.18,Kettlebell,Strength,Online Payment,49,Other
1434,2024-02-22,206.23,Pull-up Bar,Accessories,Debit Card,57,Male
1435,2023-09-21,465.94,Dumbbell,Strength,Credit Card,49,Female
1436,2024-08-16,1264.88,Yoga Mat,Accessories,Online Payment,51,Female
1437,2024-02-13,99.94,Exercise Bike,Cardio,Cash,30,Female
1438,2023-09-23,1305.08,Exercise Bike,Cardio,Credit Card,42,Female
1439,2024-01-02,293.4,Elliptical,Cardio,Cash,36,Other
1440,2023-09-02,1036.32,Exercise Bike,Cardio,Debit Card,28,Other
1441,2024-06-29,537.3,Barbell,Strength,Cash,20,Other
1442,2024-02-01,973.69,Elliptical,Cardio,Debit Card,23,Male
1443,2023-10-02,867.27,Rowing Machine,Cardio,Debit Card,18,Female
1444,2023-10-18,1287.52,Elliptical,Cardio,Cash,28,Male
1445,2024-04-30,559.46,Rowing Machine,Cardio,Credit Card,35,Male
1446,2024-04-11,972.35,Exercise Bike,Cardio,Credit Card,50,Female
1447,2024-02-17,265.02,Dumbbell,Strength,Credit Card,55,Male
1448,2023-10-13,455.18,Barbell,Strength,Debit Card,55,Male
1449,2023-10-05,661.65,Pull-up Bar,Accessories,Cash,45,Female
1450,2024-03-25,1075.21,Exercise Bike,Cardio,Debit Card,41,Female
1451,2023-09-25,1219.54,Exercise Bike,Cardio,Credit Card,33,Male
1452,2024-01-08,771.24,Yoga Mat,Accessories,Credit Card,31,Other
1453,2024-07-31,894.78,Elliptical,Cardio,Online Payment,50,Female
1454,2024-03-22,1331.63,Resistance Band,Accessories,Credit Card,41,Other
1455,2024-03-26,1425.15,Rowing Machine,Cardio,Debit Card,44,Other
